,QID,text_id,sentence,original_label,label,label_index,rationale,rationale_index,age,ethnicity,gender,english_proficiency,attentioncheck,Zuco_id,group_id,recruitment_ethnicity,recruitment_age,sst2_id,sst2_split,rationale_binary,annotator_ID
252,QID803,142,This is one of the biggest disappointments of the year.,negative,no sentiment,3,"This,of,the,year.","[0, 7, 8, 9]",27,African,Female,Very well,PASSED,501,BY,Black/African American,<=35,50066,train,"[1, 0, 0, 0, 0, 0, 0, 1, 1, 1]",183
253,QID543,12,The film is so bad it doesn't improve upon the experience of staring at a blank screen.,negative,negative,2,"is,so,bad,doesn't,improve","[2, 3, 4, 6, 7]",27,African,Male,Very well,PASSED,321,BY,Black/African American,<=35,50159,train,"[0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",144
254,QID843,162,"The misery of these people becomes just another voyeuristic spectacle, to be consumed and forgotten.",negative,negative,2,"misery,forgotten.","[1, 14]",22,African,Female,Very well,PASSED,528,BY,Black/African American,<=35,50242,train,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",202
256,QID651,66,At 78 minutes it just zings along with vibrance and warmth.,positive,no sentiment,3,"vibrance,warmth.","[8, 10]",27,African,Female,Very well,PASSED,402,BY,Black/African American,<=35,50480,train,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",123
259,QID713,97,Mazel tov to a film about a family's joyous life acting on the Yiddish stage.,positive,positive,1,"Mazel,tov","[0, 1]",23,Black/African American,Female,Very well,PASSED,445,BY,Black/African American,<=35,50989,train,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",108
260,QID979,230,"As a girl-meets-girl romantic comedy, Kissing Jessica Steinis quirky, charming and often hilarious.",positive,positive,1,"charming,and,often,hilarious.","[9, 10, 11, 12]",25,African,Female,Very well,PASSED,652,BY,Black/African American,<=35,51076,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",169
261,QID741,111,"Like life on the island, the movie grows boring despite the scenery.",negative,negative,2,boring,[8],32,African,Female,Very well,PASSED,461,BY,Black/African American,<=35,51497,train,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",192
262,QID705,93,"The fun of the movie is the chance it affords to watch Jackson, who also served as executive producer, take his smooth, shrewd, powerful act abroad.",positive,positive,1,"fun,smooth,,shrewd,,powerful","[1, 21, 22, 23]",23,Black/African American,Female,Very well,PASSED,440,BY,Black/African American,<=35,52633,train,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]",108
263,QID811,146,"Like the best of Godard's movies... it is visually ravishing, penetrating, impenetrable.",positive,positive,1,"visually,ravishing,,impenetrable.","[8, 9, 11]",27,African,Female,Very well,PASSED,506,BY,Black/African American,<=35,52913,train,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1]",183
264,QID567,24,"Reassuring, retro uplifter.",positive,no sentiment,3,"Reassuring,,retro,uplifter.","[0, 1, 2]",27,Black/African American,Female,Very well,PASSED,340,BY,Black/African American,<=35,53373,train,"[1, 1, 1]",164
265,QID751,116,The only entertainment you'll derive from this choppy and sloppy affair will be from unintentional giggles -- several of them.,negative,positive,1,"unintentional,giggles","[14, 15]",32,African,Female,Very well,PASSED,466,BY,Black/African American,<=35,54007,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",192
269,QID529,5,"Ryan Gosling is, in a word, brilliant as the conflicted Daniel.",positive,positive,1,brilliant,[6],31,African,Female,Well,PASSED,307,BY,Black/African American,<=35,54991,train,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",173
271,QID945,213,Returning director Rob Minkoff... and screenwriter Bruce Joel Rubin... have done a fine job of updating White's dry wit to a new age.,positive,positive,1,"fine,job,updating,new,age.","[12, 13, 15, 21, 22]",26,African,Female,Very well,PASSED,619,BY,Black/African American,<=35,55198,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1]",114
272,QID863,172,The quirky drama touches the heart and the funnybone thanks to the energetic and always surprising performance by Rachel Griffiths.,positive,positive,1,"touches,the,heart,and,the,funnybone,thanks,energetic,and,always,surprising,performance","[3, 4, 5, 6, 7, 8, 9, 12, 13, 14, 15, 16]",30,African,Male,Very well,PASSED,546,BY,Black/African American,<=35,55240,train,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0]",179
274,QID975,228,"Bogdanovich taps deep into the Hearst mystique, entertainingly reenacting a historic scandal.",positive,positive,1,entertainingly,[7],27,African,Female,Very well,PASSED,648,BY,Black/African American,<=35,55696,train,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",197
275,QID601,41,"It's a powerful though flawed movie, guaranteed to put a lump in your throat while reaffirming Washington as possibly the best actor working in movies today.",positive,positive,1,"powerful,flawed,guaranteed,best,actor","[2, 4, 6, 20, 21]",25,African,Female,Very well,PASSED,362,BY,Black/African American,<=35,55878,train,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",174
276,QID719,100,The immersive powers of the giant screen and its hyper-realistic images are put to perfect use in the breathtakingly beautiful outer-space documentary Space Station 3D.,positive,positive,1,"The,giant,screen,Space","[0, 5, 6, 22]",24,Black/African American,Female,Very well,PASSED,449,BY,Black/African American,<=35,55975,train,"[1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",149
277,QID819,150,I'm not sure which will take longer to heal: the welt on Johnny Knoxville's stomach from a riot-control projectile or my own tortured psyche.,negative,no sentiment,3,"not,sure,which,will,take,longer,to,heal:","[1, 2, 3, 4, 5, 6, 7, 8]",34,Black/African American,Male,Very well,PASSED,511,BY,Black/African American,<=35,56596,train,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",141
279,QID953,217,"The asylum material is gripping, as are the scenes of Jia with his family.",positive,positive,1,"gripping,",[4],26,African,Female,Very well,PASSED,627,BY,Black/African American,<=35,58188,train,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",114
280,QID661,71,Jeffs has created a breathtakingly assured and stylish work of spare dialogue and acute expressiveness.,positive,positive,1,"created,a,breathtakingly,assured,stylish,work,acute,expressiveness.","[2, 3, 4, 5, 7, 8, 13, 14]",28,African,Male,Very well,PASSED,407,BY,Black/African American,<=35,58196,train,"[0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1]",166
281,QID755,118,Attal pushes too hard to make this a comedy or serious drama.,negative,no sentiment,3,"pushes,too,hard","[1, 2, 3]",32,African,Female,Very well,PASSED,469,BY,Black/African American,<=35,59111,train,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",192
282,QID679,80,That Haynes can both maintain and dismantle the facades that his genre and his character construct is a wonderous accomplishment of veracity and narrative grace.,positive,positive,1,"maintain,construct","[4, 15]",30,African,Male,Well,PASSED,417,BY,Black/African American,<=35,59156,train,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",150
284,QID961,221,"The problem is that for the most part, the film is deadly dull.",negative,negative,2,"deadly,dull.","[11, 12]",27,African,Female,Very well,PASSED,637,BY,Black/African American,<=35,59464,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",197
286,QID987,234,A generic family comedy unlikely to be appreciated by anyone outside the under-10 set.,negative,no sentiment,3,generic,[1],25,African,Female,Very well,PASSED,658,BY,Black/African American,<=35,60110,train,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",169
287,QID691,86,"A miraculous movie, I'm Going Home is so slight, yet overflows with wisdom and emotion.",positive,positive,1,"miraculous,wisdom","[1, 12]",30,African,Male,Well,PASSED,428,BY,Black/African American,<=35,60159,train,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",150
289,QID549,15,The soundtrack alone is worth the price of admission.,positive,positive,1,"soundtrack,alone,worth,the,price","[1, 2, 4, 5, 6]",27,African,Male,Very well,PASSED,328,BY,Black/African American,<=35,60395,train,"[0, 1, 1, 0, 1, 1, 1, 0, 0]",144
291,QID985,233,"As a remake, it's a pale imitation.",negative,negative,2,"pale,imitation.","[5, 6]",25,African,Female,Very well,PASSED,655,BY,Black/African American,<=35,60598,train,"[0, 0, 0, 0, 0, 1, 1]",169
292,QID733,107,"Stitch is a bad mannered, ugly and destructive little ****.",negative,no sentiment,3,"Stitch,is,a,bad,mannered,,ugly","[0, 1, 2, 3, 4, 5]",24,Black/African American,Female,Very well,PASSED,457,BY,Black/African American,<=35,60861,train,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",149
293,QID833,157,The movie is virtually without context -- journalistic or historical.,negative,negative,2,"is,virtually,without,context,--","[2, 3, 4, 5, 6]",34,Black/African American,Male,Very well,PASSED,522,BY,Black/African American,<=35,61424,train,"[0, 0, 1, 1, 1, 1, 1, 0, 0, 0]",141
294,QID973,227,"Most haunting about ``Fence'' is its conclusion, when we hear the ultimate fate of these girls and realize, much to our dismay, that this really did happen.",positive,negative,2,"haunting,dismay,","[1, 21]",27,African,Female,Very well,PASSED,647,BY,Black/African American,<=35,61907,train,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",197
295,QID711,96,Mr. Soderbergh's direction and visual style struck me as unusually and unimpressively fussy and pretentious.,negative,negative,2,"unimpressively,fussy,and,pretentious.","[11, 12, 13, 14]",23,Black/African American,Female,Very well,PASSED,444,BY,Black/African American,<=35,62376,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",108
296,QID547,14,I love the robust middle of this picture.,positive,no sentiment,3,"I,love","[0, 1]",27,African,Male,Very well,PASSED,326,BY,Black/African American,<=35,62429,train,"[1, 1, 0, 0, 0, 0, 0, 0]",144
297,QID1025,253,"An action/thriller of the finest kind, evoking memories of Day of the Jackal, The French Connection, and Heat.",positive,positive,1,"the,finest,kind,","[3, 4, 5]",30,African,Male,Very well,PASSED,685,BY,Black/African American,<=35,63203,train,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
299,QID685,83,Exceptionally well acted by Diane Lane and Richard Gere.,positive,positive,1,"Exceptionally,well","[0, 1]",30,African,Male,Well,PASSED,422,BY,Black/African American,<=35,64664,train,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",150
303,QID1005,243,"But the talented cast alone will keep you watching, as will the fight scenes.",positive,positive,1,talented,[2],27,Black/African American,Male,Very well,PASSED,674,BY,Black/African American,<=35,65502,train,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",143
304,QID855,168,Narc is a no-bull throwback to 1970s action films.,positive,no sentiment,3,throwback,[4],22,African,Female,Very well,PASSED,541,BY,Black/African American,<=35,65601,train,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",202
307,QID787,134,"For VeggieTales fans, this is more appetizing than a side dish of asparagus.",positive,positive,1,appetizing,[6],24,Black/African American,Female,Very well,PASSED,491,BY,Black/African American,<=35,66326,train,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",193
308,QID637,59,"Even as I valiantly struggled to remain interested, or at least conscious, I could feel my eyelids... getting... very... heavy...",negative,no sentiment,3,"conscious,,heavy...","[11, 19]",30,African,Female,Very well,PASSED,388,BY,Black/African American,<=35,66422,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",138
309,QID933,207,"Methodical, measured, and gently tedious in its comedy, Secret Ballot is a purposefully reductive movie -- which may be why it's so successful at lodging itself in the brain.",positive,positive,1,"gently,tedious,reductive,successful","[3, 4, 13, 22]",34,Black/African American,Female,Very well,PASSED,612,BY,Black/African American,<=35,66456,train,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",145
310,QID903,192,"The film just might turn on many people to opera, in general, an art form at once visceral and spiritual, wonderfully vulgar and sublimely lofty -- and as emotionally grand as life.",positive,no sentiment,3,film,[1],23,African,Female,Very well,PASSED,578,BY,Black/African American,<=35,66469,train,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",131
312,QID919,200,It's the funniest American comedy since Graffiti Bridge.,positive,positive,1,funniest,[2],34,Black/African American,Female,Very well,PASSED,599,BY,Black/African American,<=35,66793,train,"[0, 0, 1, 0, 0, 0, 0, 0]",145
0,QID859,170,Perhaps the most annoying thing about Who Is Cletis Tout? is that it's a crime movie made by someone who obviously knows nothing about crime.,negative,negative,2,"annoying,thing,someone,who,obviously,knows,nothing,about,crime.","[3, 4, 18, 19, 20, 21, 22, 23, 24]",57,Latino/Hispanic,Male,Very well,PASSED,544,LO,Latino/Hispanic,>=38,-1,,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]",51
1,QID725,103,"For those who pride themselves on sophisticated, discerning taste, this might not seem like the proper cup of tea, however it is almost guaranteed that even the stuffiest cinema goers will laugh their 1*** off for an hour-and-a-half.",positive,positive,1,"guaranteed,will,laugh","[23, 30, 31]",40,Latino/Hispanic,Male,Very well,PASSED,453,LO,Latino/Hispanic,>=38,-1,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",66
2,QID779,130,Even horror fans will most likely not find what they're seeking with Trouble Every Day; the movie lacks both thrills and humor.,negative,negative,2,"not,find,what,they're,seeking,lacks,both,thrills,and,humor.","[6, 7, 8, 9, 10, 17, 18, 19, 20, 21]",42,Latino/Hispanic,Male,Very well,PASSED,486,LO,Latino/Hispanic,>=38,14,validation,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",63
3,QID573,27,How did it ever get made?,negative,no sentiment,3,"How,did,made?","[0, 1, 5]",46,Latino/Hispanic,Female,Very well,PASSED,343,LO,Latino/Hispanic,>=38,47,test,"[1, 1, 0, 0, 0, 1]",105
4,QID577,29,Could The Country Bears really be as bad as its trailers?,negative,negative,2,"Could,really,be,as,bad,as","[0, 4, 5, 6, 7, 8]",46,Latino/Hispanic,Female,Very well,PASSED,346,LO,Latino/Hispanic,>=38,56,test,"[1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0]",105
5,QID927,204,"I didn't laugh at the ongoing efforts of Cube, and his skinny buddy Mike Epps, to make like Laurel and Hardy'n the hood.",negative,negative,2,"didn't,laugh","[1, 2]",38,Latino/Hispanic,Male,Well,PASSED,604,LO,Latino/Hispanic,>=38,61,test,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",177
6,QID929,205,Ford deserves to be remembered at Oscar time for crafting this wonderful portrait of a conflicted soldier.,positive,positive,1,"remembered,wonderful,portrait","[4, 11, 12]",38,Latino/Hispanic,Male,Well,PASSED,606,LO,Latino/Hispanic,>=38,73,test,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",177
7,QID715,98,An inspiring and heart-affecting film about the desperate attempts of Vietnamese refugees living in U.S. relocation camps to keep their hopes alive in 1975.,positive,positive,1,"inspiring,heart-affecting,hopes,alive","[1, 3, 20, 21]",58,Latino/Hispanic,Male,Very well,PASSED,447,LO,Latino/Hispanic,>=38,91,test,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",59
8,QID1001,241,"Warm Water Under a Red Bridge is a quirky and poignant Japanese film that explores the fascinating connections between women, water, nature, and sexuality.",positive,no sentiment,3,"Japanese,film,explores,fascinating,connections","[11, 12, 14, 16, 17]",40,Latino/Hispanic,Male,Well,PASSED,669,LO,Latino/Hispanic,>=38,120,validation,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]",116
9,QID619,50,"The movie is almost completely lacking in suspense, surprise and consistent emotional conviction.",negative,negative,2,"almost,completely,lacking","[3, 4, 5]",49,Latino/Hispanic,Female,Very well,PASSED,376,LO,Latino/Hispanic,>=38,146,train,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",24
10,QID875,178,"... a cute and sometimes side-splittingly funny blend of Legally Blonde and Drop Dead Gorgeous, starring Piper Perabo in what could be her breakthrough role.",positive,positive,1,"a,cute,and,sometimes,side-splittingly,funny,blend,starring,Piper,Perabo,in,what,could,be,her,breakthrough,role.","[1, 2, 3, 4, 5, 6, 7, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",57,Latino/Hispanic,Male,Very well,PASSED,554,LO,Latino/Hispanic,>=38,183,test,"[0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",51
11,QID1043,262,Men in Black II achieves ultimate insignificance -- it's the sci-fi comedy spectacle as Whiffle-Ball epic.,negative,positive,1,"achieves,insignificance","[4, 6]",51,Latino/Hispanic,Male,Well,PASSED,698,LO,Latino/Hispanic,>=38,190,train,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
12,QID653,67,"Only an epic documentary could get it all down, and Spike Lee's Jim Brown: All American at long last gives its subject a movie worthy of his talents.",positive,positive,1,"epic,documentary,a,movie,worthy","[2, 3, 22, 23, 24]",38,Latino/Hispanic,Female,Very well,PASSED,403,LO,Latino/Hispanic,>=38,192,test,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]",91
13,QID823,152,"Not only is Undercover Brother as funny, if not more so, than both Austin Powers films, but it's also one of the smarter, savvier spoofs to come along in some time.",positive,positive,1,"funny,,more,smarter,","[6, 9, 22]",38,Latino/Hispanic,Female,Very well,PASSED,515,LO,Latino/Hispanic,>=38,210,validation,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",130
14,QID589,35,"A lousy movie that's not merely unwatchable, but also unlistenable.",negative,negative,2,"lousy,unwatchable,,unlistenable.","[1, 6, 9]",40,Latino/Hispanic,Female,Very well,PASSED,353,LO,Latino/Hispanic,>=38,261,test,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 1]",30
15,QID763,122,"After that, it just gets stupid and maudlin.",negative,negative,2,"After,that,,gets,stupid,maudlin.","[0, 1, 4, 5, 7]",66,Latino/Hispanic,Male,Very well,PASSED,475,LO,Latino/Hispanic,>=38,277,test,"[1, 1, 0, 0, 1, 1, 0, 1]",134
16,QID675,78,"Celebrated at Sundance, this slight comedy of manners has winning performances and a glossy, glib charm that's hard to beat.",positive,no sentiment,3,performances,[10],44,Latino/Hispanic,Male,Very well,PASSED,415,LO,Latino/Hispanic,>=38,293,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",205
